3,248,255,Cyan
0,137,0,Green
246,240,255,White
19,255,10,Lime
17,6,0,Black
6,5,145,Navy
0,118,109,Teal
19,108,16,Green
0,255,0,Lime
238,237,236,White
0,14,108,Navy
132,148,0,Olive
131,17,17,Maroon
0,9,0,Black
0,0,0,Black
0,0,255,Blue
5,146,142,Teal
236,0,239,Magenta
136,109,135,Gray
112,10,127,Purple
0,6,255,Blue
142,137,146,Gray
0,237,241,Cyan
187,178,196,Silver
17,109,0,Green
18,12,13,Black
130,141,14,Olive
0,244,16,Lime
255,255,255,White
131,0,118,Purple
0,20,255,Blue
17,255,255,Cyan
0,6,239,Blue
8,123,14,Green
244,20,255,Magenta
255,0,0,Red
255,253,2,Yellow
236,241,255,White
2,255,237,Cyan
172,178,192,Silver
2,115,143,Teal
0,0,0,Black
0,255,255,Cyan
11,119,111,Teal
20,18,0,Black
10,117,0,Green
0,15,0,Black
121,7,135,Purple
6,0,18,Black
255,255,0,Yellow
13,114,0,Green
112,121,9,Olive
0,4,116,Navy
182,202,204,Silver
0,148,0,Green
148,0,0,Maroon
118,0,0,Maroon
0,119,8,Green
17,0,255,Blue
0,142,5,Green
121,0,2,Maroon
134,0,126,Purple
255,244,244,White
12,114,136,Teal
15,252,255,Cyan
0,111,16,Green
132,144,0,Olive
255,235,0,Yellow
172,201,196,Silver
255,252,247,White
0,16,0,Black
128,110,138,Gray
116,17,6,Maroon
255,0,236,Magenta
205,177,196,Silver
255,255,237,White
1,7,254,Blue
119,0,0,Maroon
16,117,128,Teal
2,144,0,Green
240,237,0,Yellow
12,0,0,Black
255,0,235,Magenta
241,4,0,Red
243,14,11,Red
142,0,0,Maroon
3,0,255,Blue
19,0,254,Blue
255,0,239,Magenta
1,118,9,Green
20,0,0,Black
0,0,118,Navy
108,0,0,Maroon
252,1,255,Magenta
1,135,19,Green
10,255,235,Cyan
3,7,135,Navy
0,255,255,Cyan
252,255,11,Yellow
249,8,255,Magenta
133,139,0,Olive
8,142,132,Teal
0,255,0,Lime
255,253,255,White
129,148,127,Gray
0,119,0,Green
255,0,255,Magenta
255,250,0,Yellow
255,0,0,Red
0,252,255,Cyan
11,132,117,Teal
5,125,112,Teal
118,1,137,Purple
255,255,255,White
123,118,123,Gray
0,125,0,Green
255,0,0,Red
139,126,0,Olive
193,189,198,Silver
113,111,0,Olive
7,0,19,Black
113,0,120,Purple
0,18,119,Navy
0,1,109,Navy
139,9,0,Maroon
235,235,0,Yellow
17,255,0,Lime
13,10,255,Blue
255,0,255,Magenta
130,114,127,Gray
134,139,0,Olive
113,0,136,Purple
8,237,0,Lime
0,145,0,Green
125,0,10,Maroon
0,145,0,Green
135,144,129,Gray
238,0,0,Red
15,123,14,Green
117,121,1,Olive
254,0,0,Red
128,0,0,Maroon
255,242,20,Yellow
6,0,0,Black
129,112,142,Gray
131,0,143,Purple
140,4,20,Maroon
244,238,255,White
200,207,194,Silver
18,14,125,Navy
126,0,135,Purple
120,0,109,Purple
145,13,4,Maroon
0,0,0,Black
142,14,0,Maroon
255,11,255,Magenta
147,0,19,Maroon
0,110,0,Green
147,110,130,Gray
132,144,0,Olive
0,255,240,Cyan
121,140,139,Gray
139,8,113,Purple
143,0,19,Maroon
130,0,20,Maroon
10,238,255,Cyan
7,113,10,Green
0,139,7,Green
237,0,255,Magenta
255,14,0,Red
0,255,255,Cyan
253,0,19,Red
4,255,0,Lime
146,6,113,Purple
255,9,255,Magenta
9,255,255,Cyan
133,115,0,Olive
119,131,113,Gray
255,2,255,Magenta
197,192,172,Silver
117,0,148,Purple
250,13,245,Magenta
0,111,18,Green
116,0,133,Purple
251,0,4,Red
255,0,238,Magenta
0,135,13,Green
142,118,0,Olive
131,122,136,Gray
0,136,0,Green
255,238,0,Yellow
7,7,18,Black
239,0,10,Red
135,8,117,Purple
255,20,255,Magenta
212,172,202,Silver
11,255,255,Cyan
0,124,127,Teal
18,255,5,Lime
255,238,11,Yellow
195,198,190,Silver
254,3,252,Magenta
135,137,0,Olive
179,212,192,Silver
136,128,19,Olive
128,142,2,Olive
0,143,118,Teal
255,1,243,Magenta
0,255,0,Lime
14,0,255,Blue
125,119,13,Olive
9,0,255,Blue
255,248,251,White
6,0,255,Blue
141,0,113,Purple
148,146,0,Olive
242,255,4,Yellow
235,245,255,White
255,0,6,Red
115,145,144,Gray
115,7,0,Maroon
10,239,0,Lime
255,255,0,Yellow
255,5,9,Red
145,13,0,Maroon
20,146,135,Teal
11,246,252,Cyan
255,0,255,Magenta
236,255,0,Yellow
125,5,0,Maroon
119,0,109,Purple
15,254,6,Lime
245,248,16,Yellow
206,173,212,Silver
143,133,143,Gray
112,138,112,Gray
17,255,13,Lime
249,3,0,Red
18,0,1,Black
0,0,255,Blue
143,144,0,Olive
133,1,109,Purple
0,113,143,Teal
241,0,255,Magenta
251,255,255,White
253,1,239,Magenta
112,142,1,Olive
13,18,255,Blue
0,7,0,Black
108,119,0,Olive
14,239,254,Cyan
11,15,235,Blue
113,113,1,Olive
1,16,121,Navy
0,142,116,Teal
0,20,16,Black
19,236,242,Cyan
18,135,127,Teal
117,1,141,Purple
141,136,118,Gray
244,0,0,Red
0,251,255,Cyan
126,134,0,Olive
0,0,130,Navy
148,0,139,Purple
9,120,0,Green
9,5,9,Black
0,116,122,Teal
18,20,140,Navy
3,0,255,Blue
254,16,255,Magenta
0,0,2,Black
3,255,243,Cyan
112,12,127,Purple
253,0,255,Magenta
130,115,122,Gray
16,4,241,Blue
247,255,255,White
119,108,133,Gray
175,181,201,Silver
124,0,0,Maroon
0,13,111,Navy
239,19,0,Red
245,255,235,White
190,188,192,Silver
140,128,116,Gray
197,189,201,Silver
251,255,255,White
255,243,10,Yellow
15,0,15,Black
16,130,118,Teal
15,0,254,Blue
7,109,0,Green
255,13,10,Red
0,3,1,Black
0,0,255,Blue
128,130,0,Olive
16,12,12,Black
16,0,0,Black
112,1,19,Maroon
146,0,140,Purple
240,255,246,White
0,133,18,Green
116,0,115,Purple
0,111,119,Teal
142,3,148,Purple
255,3,0,Red
237,248,11,Yellow
5,8,7,Black
0,255,0,Lime
0,0,12,Black
194,180,181,Silver
126,0,135,Purple
255,0,9,Red
206,182,195,Silver
131,4,0,Maroon
109,16,128,Purple
250,0,240,Magenta
136,19,0,Maroon
11,19,255,Blue
11,0,0,Black
0,255,0,Lime
247,16,255,Magenta
250,255,255,White
148,132,0,Olive
121,147,113,Gray
0,0,0,Black
0,14,0,Black
14,255,0,Lime
255,255,255,White
0,140,147,Teal
134,0,117,Purple
0,0,146,Navy
237,0,4,Red
188,197,206,Silver
108,140,0,Olive
0,0,248,Blue
0,255,16,Lime
114,142,12,Olive
142,8,15,Maroon
135,130,122,Gray
115,117,1,Olive
133,148,2,Olive
255,240,247,White
10,0,6,Black
117,0,0,Maroon
0,0,135,Navy
10,6,0,Black
255,0,17,Red
255,255,0,Yellow
16,0,255,Blue
119,0,134,Purple
115,127,10,Olive
136,142,124,Gray
255,0,255,Magenta
177,181,198,Silver
191,187,185,Silver
0,236,255,Cyan
129,122,11,Olive
125,0,0,Maroon
193,173,206,Silver
11,0,0,Black
255,0,255,Magenta
0,254,243,Cyan
15,246,255,Cyan
250,252,0,Yellow
111,111,10,Olive
0,0,19,Black
236,0,255,Magenta
10,0,239,Blue
6,115,7,Green
255,6,19,Red
3,17,115,Navy
242,255,10,Yellow
11,118,128,Teal
0,134,17,Green
0,11,0,Black
252,255,249,White
7,120,146,Teal
0,132,20,Green
0,255,246,Cyan
0,130,146,Teal
194,204,183,Silver
19,133,0,Green
6,139,111,Teal
10,255,255,Cyan
19,141,121,Teal
138,10,133,Purple
255,2,0,Red
0,1,255,Blue
131,0,148,Purple
12,245,6,Lime
19,255,237,Cyan
0,115,140,Teal
110,147,0,Olive
179,203,175,Silver
138,7,109,Purple
133,10,111,Purple
255,0,247,Magenta
0,0,141,Navy
146,136,0,Olive
9,0,247,Blue
0,0,116,Navy
1,13,114,Navy
3,247,18,Lime
20,240,255,Cyan
134,124,139,Gray
0,250,0,Lime
0,0,12,Black
248,10,255,Magenta
123,7,134,Purple
0,118,130,Teal
255,11,238,Magenta
0,123,132,Teal
15,146,0,Green
3,6,143,Navy
3,109,124,Teal
128,113,138,Gray
10,0,135,Navy
121,0,19,Maroon
243,248,14,Yellow
118,131,0,Olive
6,0,246,Blue
239,7,0,Red
255,17,255,Magenta
209,172,183,Silver
198,208,195,Silver
249,0,255,Magenta
237,0,4,Red
255,4,17,Red
125,0,0,Maroon
138,6,2,Maroon
20,0,131,Navy
20,252,255,Cyan
5,13,138,Navy
187,203,175,Silver
0,0,0,Black
242,9,0,Red
0,0,0,Black
0,0,0,Black
115,130,11,Olive
0,0,120,Navy
0,20,255,Blue
242,236,0,Yellow
12,10,0,Black
14,15,251,Blue
141,124,8,Olive
5,0,137,Navy
0,136,0,Green
114,0,0,Maroon
0,16,255,Blue
0,20,4,Black
246,250,0,Yellow
248,2,0,Red
148,109,140,Gray
255,0,237,Magenta
252,0,236,Magenta
181,188,173,Silver
255,17,0,Red
19,247,242,Cyan
255,255,246,White
139,0,142,Purple
0,255,255,Cyan
7,0,0,Black
142,16,135,Purple
5,0,255,Blue
0,0,252,Blue
2,255,255,Cyan
114,132,133,Gray
16,255,0,Lime
0,251,9,Lime
124,126,20,Olive
20,7,241,Blue
0,143,137,Teal
8,131,118,Teal
11,19,247,Blue
179,206,210,Silver
130,141,136,Gray
255,0,0,Red
1,0,8,Black
195,206,204,Silver
115,0,147,Purple
0,247,238,Cyan
255,255,255,White
120,142,0,Olive
116,0,120,Purple
254,236,0,Yellow
0,242,255,Cyan
18,248,239,Cyan
0,16,14,Black
0,128,0,Green
255,0,1,Red
0,236,0,Lime
0,0,109,Navy
8,0,115,Navy
239,255,250,White
114,17,144,Purple
111,143,5,Olive
255,255,247,White
0,13,0,Black
141,110,115,Gray
254,0,18,Red
254,14,0,Red
201,197,206,Silver
255,254,239,White
131,112,17,Olive
255,9,0,Red
247,245,240,White
138,145,136,Gray
137,8,133,Purple
130,0,148,Purple
0,119,12,Green
138,148,124,Gray
0,114,119,Teal
9,147,130,Teal
255,0,0,Red
249,0,255,Magenta
255,235,0,Yellow
255,255,12,Yellow
235,17,0,Red
20,0,10,Black
140,133,130,Gray
112,0,4,Maroon
0,255,253,Cyan
139,0,133,Purple
111,125,121,Gray
19,5,19,Black
0,125,115,Teal
255,3,2,Red
126,0,114,Purple
239,5,255,Magenta
254,12,0,Red
0,108,0,Green
0,0,113,Navy
12,4,255,Blue
199,203,183,Silver
255,255,10,Yellow
140,0,139,Purple
255,235,238,White
145,10,0,Maroon
16,118,111,Teal
0,112,0,Green
133,18,114,Purple
236,0,255,Magenta
0,112,147,Teal
142,11,0,Maroon
135,142,147,Gray
236,255,247,White
123,117,19,Olive
135,7,118,Purple
255,239,255,White
111,110,14,Olive
0,1,0,Black
0,129,16,Green
6,117,0,Green
245,11,255,Magenta
124,145,138,Gray
11,109,1,Green
7,0,128,Navy
0,121,20,Green
127,131,16,Olive
118,115,142,Gray
0,7,0,Black
0,9,124,Navy
0,255,245,Cyan
7,109,0,Green
0,255,249,Cyan
253,255,2,Yellow
255,0,255,Magenta
1,0,146,Navy
132,119,0,Olive
254,0,0,Red
20,109,146,Teal
239,0,235,Magenta
0,248,0,Lime
255,0,2,Red
0,16,244,Blue
255,255,4,Yellow
144,1,125,Purple
147,137,122,Gray
255,255,255,White
0,0,2,Black
0,0,240,Blue
0,255,0,Lime
0,248,3,Lime
198,205,200,Silver
255,255,7,Yellow
0,15,255,Blue
0,109,123,Teal
1,138,109,Teal
252,0,1,Red
108,121,120,Gray
10,8,130,Navy
253,244,0,Yellow
109,1,0,Maroon
14,249,15,Lime
119,140,148,Gray
248,248,235,White
14,132,110,Teal
253,242,8,Yellow
0,8,255,Blue
246,255,18,Yellow
117,113,0,Olive
235,242,250,White
130,15,135,Purple
244,255,255,White
18,137,0,Green
255,236,0,Yellow
236,0,255,Magenta
0,116,109,Teal
240,12,243,Magenta
117,0,145,Purple
255,255,255,White
240,6,236,Magenta
142,147,148,Gray
0,15,253,Blue
0,10,255,Blue
111,20,123,Purple
108,118,0,Olive
237,255,19,Yellow
124,118,4,Olive
10,0,139,Navy
200,178,207,Silver
0,12,112,Navy
127,143,124,Gray
110,0,143,Purple
139,11,14,Maroon
246,7,0,Red
172,176,181,Silver
0,146,0,Green
0,142,136,Teal
19,124,12,Green
11,255,0,Lime
0,0,0,Black
249,255,1,Yellow
0,119,6,Green
10,132,114,Teal
255,255,252,White
0,0,0,Black
136,7,11,Maroon
15,117,127,Teal
145,130,0,Olive
9,3,245,Blue
245,6,255,Magenta
241,255,0,Yellow
0,255,255,Cyan
133,130,0,Olive
117,109,111,Gray
0,0,2,Black
255,0,0,Red
251,0,0,Red
0,255,0,Lime
0,118,120,Teal
0,7,117,Navy
2,0,0,Black
146,148,145,Gray
179,194,188,Silver
9,142,113,Teal
253,0,18,Red
253,243,255,White
121,148,131,Gray
144,0,140,Purple
255,15,255,Magenta
198,183,176,Silver
4,109,145,Teal
147,140,117,Gray
130,146,132,Gray
0,243,0,Lime
0,19,108,Navy
0,134,0,Green
255,255,244,White
129,116,117,Gray
182,183,172,Silver
10,6,255,Blue
0,237,255,Cyan
189,200,200,Silver
127,145,125,Gray
144,13,141,Purple
130,116,140,Gray
117,0,122,Purple
0,136,0,Green
115,109,110,Gray
238,255,255,White
9,135,143,Teal
113,0,140,Purple
0,19,255,Blue
20,7,120,Navy
112,7,118,Purple
139,20,0,Maroon
0,0,237,Blue
0,148,0,Green
0,252,0,Lime
8,255,9,Lime
127,122,128,Gray
248,245,245,White
252,255,255,White
147,112,110,Gray
0,248,0,Lime
135,118,1,Olive
6,122,143,Teal
245,255,255,White
0,124,17,Green
136,146,148,Gray
251,11,240,Magenta
251,239,0,Yellow
0,138,146,Teal
248,9,2,Red
6,255,19,Lime
247,255,17,Yellow
116,12,136,Purple
4,0,7,Black
240,10,0,Red
115,9,10,Maroon
110,9,127,Purple
122,114,0,Olive
10,255,11,Lime
125,124,0,Olive
126,18,123,Purple
0,235,17,Lime
201,174,191,Silver
133,112,126,Gray
17,0,20,Black
0,8,0,Black
235,0,255,Magenta
19,136,0,Green
140,18,16,Maroon
0,6,16,Black
10,0,0,Black
255,0,235,Magenta
109,116,15,Olive
235,255,0,Yellow
114,15,111,Purple
0,0,0,Black
116,4,8,Maroon
14,18,144,Navy
5,246,255,Cyan
0,0,12,Black
0,2,5,Black
236,236,249,White
255,0,255,Magenta
255,5,0,Red
0,15,11,Black
255,8,1,Red
0,120,0,Green
255,238,19,Yellow
142,0,7,Maroon
0,250,241,Cyan
247,246,255,White
252,0,19,Red
0,137,128,Teal
131,131,146,Gray
114,113,135,Gray
0,136,6,Green
0,247,7,Lime
197,189,196,Silver
18,0,10,Black
117,0,0,Maroon
255,2,0,Red
135,121,4,Olive
1,255,17,Lime
247,0,0,Red
247,17,0,Red
123,2,117,Purple
128,138,10,Olive
255,0,255,Magenta
17,255,0,Lime
0,7,246,Blue
201,208,192,Silver
237,255,6,Yellow
139,6,119,Purple
172,177,207,Silver
0,0,138,Navy
0,0,0,Black
1,139,0,Green
148,2,146,Purple
2,124,0,Green
255,19,7,Red
111,13,0,Maroon
248,10,255,Magenta
8,255,255,Cyan
255,15,17,Red
255,255,11,Yellow
255,255,255,White
0,242,255,Cyan
248,0,237,Magenta
0,0,9,Black
127,143,148,Gray
0,148,0,Green
255,18,255,Magenta
8,5,134,Navy
0,0,0,Black
255,236,255,White
180,207,204,Silver
244,0,10,Red
140,12,0,Maroon
252,11,0,Red
134,9,0,Maroon
8,10,0,Black
1,6,0,Black
250,0,9,Red
255,250,0,Yellow
242,13,6,Red
199,199,193,Silver
117,0,109,Purple
118,147,116,Gray
201,198,174,Silver
124,123,8,Olive
17,117,111,Teal
126,144,6,Olive
17,8,137,Navy
5,125,138,Teal
255,7,19,Red
0,255,8,Lime
132,0,108,Purple
12,11,6,Black
14,248,17,Lime
177,192,183,Silver
255,0,255,Magenta
7,255,2,Lime
0,128,0,Green
255,7,238,Magenta
117,0,147,Purple
120,0,139,Purple
112,4,137,Purple
12,251,0,Lime
10,134,129,Teal
1,255,15,Lime
0,255,255,Cyan
10,0,147,Navy
0,0,135,Navy
13,4,125,Navy
145,117,19,Olive
241,19,16,Red
0,0,250,Blue
12,243,255,Cyan
134,0,3,Maroon
243,255,0,Yellow
0,255,0,Lime
4,120,0,Green
248,0,255,Magenta
243,0,248,Magenta
246,5,12,Red
11,255,0,Lime
0,135,130,Teal
0,13,138,Navy
119,118,2,Olive
0,109,0,Green
0,7,253,Blue
146,8,6,Maroon
0,18,11,Black
0,255,248,Cyan
0,10,255,Blue
253,246,254,White
182,176,187,Silver
0,11,110,Navy
246,244,255,White
255,0,255,Magenta
201,183,180,Silver
241,236,255,White
111,0,0,Maroon
0,14,133,Navy
246,0,4,Red
0,4,14,Black
20,116,116,Teal
0,143,123,Teal
121,141,109,Gray
108,9,17,Maroon
0,239,19,Lime
173,178,198,Silver
0,235,249,Cyan
0,255,0,Lime
185,201,173,Silver
195,200,196,Silver
0,132,140,Teal
2,247,240,Cyan
255,255,0,Yellow
0,249,0,Lime
2,238,16,Lime
147,0,124,Purple
246,12,0,Red
134,19,0,Maroon
136,125,7,Olive
11,0,110,Navy
13,255,9,Lime
255,1,255,Magenta
236,12,255,Magenta
0,118,0,Green
251,10,0,Red
15,0,255,Blue
116,120,123,Gray
181,208,186,Silver
0,236,5,Lime
242,0,0,Red
249,255,253,White
255,255,255,White
0,250,255,Cyan
172,193,197,Silver
128,136,0,Olive
141,17,148,Purple
248,255,238,White
175,201,195,Silver
8,4,255,Blue
4,138,123,Teal
9,14,16,Black
175,179,188,Silver
20,13,0,Black
2,134,0,Green
0,253,255,Cyan
121,143,133,Gray
0,4,0,Black
0,255,253,Cyan
0,131,140,Teal
255,255,4,Yellow
19,237,255,Cyan
8,0,0,Black
9,144,126,Teal
3,255,245,Cyan
127,127,140,Gray
255,0,255,Magenta
236,0,255,Magenta
255,6,255,Magenta
3,0,13,Black
3,141,0,Green
113,123,3,Olive
199,208,200,Silver
0,6,251,Blue
132,13,15,Maroon
3,0,255,Blue
244,6,3,Red
109,0,0,Maroon
0,255,0,Lime
0,255,5,Lime
4,0,144,Navy
15,12,140,Navy
9,0,245,Blue
12,117,130,Teal
236,248,0,Yellow
255,0,255,Magenta
15,239,0,Lime
244,19,255,Magenta
13,245,248,Cyan
0,132,19,Green
3,140,0,Green
242,0,255,Magenta
10,0,254,Blue
255,1,237,Magenta
0,6,251,Blue
135,112,8,Olive
133,0,0,Maroon
249,0,255,Magenta
111,118,116,Gray
0,0,125,Navy
248,239,0,Yellow
255,0,0,Red
255,248,0,Yellow
115,10,115,Purple
255,255,0,Yellow
0,1,112,Navy
0,19,254,Blue
145,116,136,Gray
0,255,255,Cyan
144,147,125,Gray
6,5,255,Blue
124,138,143,Gray
109,12,20,Maroon
119,10,3,Maroon
255,255,255,White
255,255,6,Yellow
12,147,0,Green
14,17,255,Blue
0,0,255,Blue
130,137,143,Gray
140,20,131,Purple
255,255,15,Yellow
7,16,255,Blue
10,255,235,Cyan
255,248,19,Yellow
0,143,13,Green
147,0,0,Maroon
112,0,118,Purple
172,187,207,Silver
0,140,0,Green
134,129,143,Gray
0,255,255,Cyan
255,10,255,Magenta
235,0,10,Red
13,0,142,Navy
0,122,140,Teal
120,125,0,Olive
9,255,4,Lime
143,148,0,Olive
18,0,1,Black
0,0,247,Blue
130,16,110,Purple
0,0,0,Black
255,13,248,Magenta
19,0,138,Navy
116,129,0,Olive
201,197,194,Silver
0,0,0,Black
255,8,4,Red
5,116,112,Teal
172,196,177,Silver
255,6,0,Red
113,0,133,Purple
2,0,255,Blue
255,9,0,Red
0,137,148,Teal
0,255,0,Lime
197,174,210,Silver
139,117,127,Gray
124,1,108,Purple
13,248,249,Cyan
0,237,255,Cyan
255,17,247,Magenta
6,255,255,Cyan
0,19,138,Navy
140,0,132,Purple
246,235,3,Yellow
5,0,255,Blue
0,236,8,Lime
126,9,146,Purple
208,176,180,Silver
0,0,255,Blue
0,255,0,Lime
17,14,0,Black
0,0,246,Blue
183,192,200,Silver
0,109,8,Green
126,7,0,Maroon
255,14,251,Magenta
0,14,146,Navy
235,255,240,White
120,114,0,Olive
14,255,0,Lime
1,239,0,Lime
239,0,0,Red
13,113,0,Green
134,119,8,Olive
14,255,19,Lime
243,255,241,White
236,0,13,Red
116,118,115,Gray
255,0,247,Magenta
142,138,0,Olive
117,0,125,Purple
0,0,247,Blue
245,244,17,Yellow
255,3,0,Red
111,0,119,Purple
139,0,7,Maroon
111,4,0,Maroon
0,5,18,Black
0,0,255,Blue
0,255,0,Lime
120,128,110,Gray
17,112,141,Teal
255,241,253,White
121,110,141,Gray
16,4,127,Navy
0,136,135,Teal
255,255,255,White
0,0,0,Black
243,252,11,Yellow
255,255,255,White
0,119,126,Teal
0,115,9,Green
251,0,255,Magenta
118,122,133,Gray
255,255,3,Yellow
0,120,12,Green
11,13,109,Navy
255,0,3,Red
20,0,121,Navy
0,16,14,Black
3,255,0,Lime
1,145,15,Green
146,0,10,Maroon
130,0,8,Maroon
12,0,0,Black
4,0,255,Blue
0,0,135,Navy
126,123,1,Olive
13,120,9,Green
0,12,255,Blue
110,2,20,Maroon
247,0,255,Magenta
137,8,108,Purple
255,12,0,Red
255,248,255,White
0,0,255,Blue
108,117,138,Gray
255,17,239,Magenta
145,4,148,Purple
241,251,255,White
143,132,119,Gray
0,10,111,Navy
209,198,197,Silver
20,255,254,Cyan
241,0,255,Magenta
255,16,11,Red
133,1,15,Maroon
18,254,255,Cyan
0,0,255,Blue
0,0,235,Blue
254,0,7,Red
14,125,5,Green
5,121,134,Teal
0,0,126,Navy
12,249,246,Cyan
0,17,0,Black
250,246,0,Yellow
0,111,0,Green
146,0,121,Purple
239,255,252,White
0,240,249,Cyan
18,255,250,Cyan
9,255,0,Lime
132,0,0,Maroon
245,11,6,Red
255,245,255,White
132,135,118,Gray
110,0,0,Maroon
134,118,118,Gray
7,8,255,Blue
255,0,5,Red
123,142,0,Olive
0,255,5,Lime
241,20,245,Magenta
9,2,240,Blue
119,0,123,Purple
255,254,2,Yellow
249,0,8,Red
255,250,255,White
0,0,255,Blue
0,115,19,Green
0,128,0,Green
197,203,196,Silver
5,148,0,Green
255,0,250,Magenta
194,191,210,Silver
0,0,118,Navy
0,247,255,Cyan
134,0,0,Maroon
255,241,255,White
0,8,255,Blue
1,0,2,Black
255,255,0,Yellow
2,6,255,Blue
0,255,0,Lime
131,125,0,Olive
114,132,131,Gray
0,17,238,Blue
239,5,7,Red
146,116,115,Gray
18,12,140,Navy
0,11,255,Blue
143,137,136,Gray
0,239,0,Lime
19,0,241,Blue
199,187,207,Silver
255,255,249,White
114,0,0,Maroon
255,3,0,Red
255,255,242,White
123,0,147,Purple
144,143,116,Gray
254,0,12,Red
13,0,131,Navy
125,14,0,Maroon
0,235,255,Cyan
10,255,255,Cyan
255,255,255,White
3,0,7,Black
8,18,255,Blue
20,127,0,Green
120,0,0,Maroon
3,148,142,Teal
144,141,19,Olive
142,138,0,Olive
130,147,0,Olive
135,0,11,Maroon
243,255,0,Yellow
255,10,236,Magenta
109,110,18,Olive
0,249,247,Cyan
243,255,255,White
146,0,12,Maroon
19,116,128,Teal
138,12,137,Purple
0,122,123,Teal
255,236,238,White
0,140,113,Teal
236,255,235,White
17,0,119,Navy
112,0,5,Maroon
177,184,178,Silver
255,235,238,White
237,255,13,Yellow
255,17,255,Magenta
250,16,241,Magenta
17,143,133,Teal
143,7,139,Purple
0,129,0,Green
0,0,0,Black
13,7,116,Navy
142,0,0,Maroon
255,237,255,White
0,6,14,Black
205,212,208,Silver
141,143,127,Gray
255,244,0,Yellow
1,10,2,Black
118,2,120,Purple
0,255,19,Lime
0,249,244,Cyan
118,0,15,Maroon
0,0,17,Black
126,117,148,Gray
117,136,132,Gray
0,108,10,Green
0,249,4,Lime
0,247,0,Lime
111,110,0,Olive
109,110,130,Gray
246,0,250,Magenta
0,111,20,Green
255,0,11,Red
255,255,0,Yellow
0,17,239,Blue
13,8,124,Navy
255,255,255,White
132,0,0,Maroon
255,249,239,White
112,0,139,Purple
243,9,0,Red
236,0,242,Magenta
0,240,255,Cyan
128,17,0,Maroon
4,141,114,Teal
122,142,7,Olive
240,255,255,White
255,5,0,Red
253,240,13,Yellow
1,0,4,Black
0,255,247,Cyan
10,0,255,Blue
0,247,14,Lime
145,0,0,Maroon
134,17,127,Purple
124,0,16,Maroon
